Date,Time,Width,Height
2024-07-23,14:11:35.521268,309,135,0.94921875,70.5,-168.5
2024-07-23,14:11:35.582734,309,135,0.94921875,75.5,-168.5
2024-07-23,14:11:35.648597,309,133,0.94140625,75.5,-170.5
2024-07-23,14:11:35.715367,314,133,0.9453125,71.0,-168.5
2024-07-23,14:11:35.764152,309,133,0.94921875,70.5,-168.5
2024-07-23,14:11:35.822088,327,133,0.9375,70.5,-168.5
2024-07-23,14:11:35.878418,309,135,0.94921875,70.5,-168.5
2024-07-23,14:11:35.943794,337,133,0.9375,71.5,-170.5
2024-07-23,14:11:36.004383,318,135,0.94140625,71.0,-167.5
2024-07-23,14:11:36.058808,323,133,0.93359375,71.5,-168.5
2024-07-23,14:11:36.123068,327,133,0.93359375,70.5,-168.5
2024-07-23,14:11:36.186347,346,133,0.93359375,71.0,-170.5
2024-07-23,14:11:36.239922,346,133,0.9296875,76.0,-168.5
2024-07-23,14:11:36.303957,327,131,0.92578125,75.5,-168.5
2024-07-23,14:11:36.364342,327,131,0.9375,75.5,-168.5
2024-07-23,14:11:36.418952,346,131,0.94140625,85.0,-168.5
2024-07-23,14:11:36.483543,337,133,0.9453125,75.5,-168.5
2024-07-23,14:11:36.544374,332,133,0.9453125,81.0,-170.5
2024-07-23,14:11:36.599320,342,133,0.94921875,81.0,-170.5
2024-07-23,14:11:36.666442,346,131,0.94921875,85.0,-170.5
2024-07-23,14:11:36.725882,332,131,0.94921875,81.0,-170.5
2024-07-23,14:11:36.783887,332,131,0.95703125,86.0,-170.5
2024-07-23,14:11:36.844194,327,130,0.94921875,85.5,-171.0
2024-07-23,14:11:36.904831,318,130,0.953125,85.0,-171.0
2024-07-23,14:11:36.963758,327,131,0.953125,80.5,-170.5
2024-07-23,14:11:37.025174,337,130,0.94140625,85.5,-173.0
2024-07-23,14:11:37.086099,323,131,0.94921875,80.5,-170.5
2024-07-23,14:11:37.143203,342,128,0.94921875,86.0,-173.0
2024-07-23,14:11:37.206721,337,128,0.9375,85.5,-173.0
2024-07-23,14:11:37.266799,337,128,0.953125,90.5,-173.0
2024-07-23,14:11:37.323985,342,128,0.9375,91.0,-173.0
2024-07-23,14:11:37.385279,337,128,0.94140625,85.5,-173.0
2024-07-23,14:11:37.447452,337,128,0.94140625,90.5,-171.0
2024-07-23,14:11:37.507245,327,124,0.9296875,85.5,-174.0
2024-07-23,14:11:37.565852,332,128,0.9375,86.0,-173.0
2024-07-23,14:11:37.627259,327,128,0.9375,85.5,-173.0
2024-07-23,14:11:37.688457,337,126,0.93359375,90.5,-175.0
2024-07-23,14:11:37.745529,337,126,0.9375,90.5,-175.0
2024-07-23,14:11:37.808195,327,128,0.94921875,90.5,-171.0
2024-07-23,14:11:37.868936,332,128,0.9453125,90.0,-171.0
2024-07-23,14:11:37.925214,332,128,0.9453125,90.0,-171.0
2024-07-23,14:11:37.990380,323,130,0.94921875,85.5,-171.0
2024-07-23,14:11:38.049532,332,130,0.953125,86.0,-173.0
2024-07-23,14:11:38.108436,332,130,0.953125,90.0,-173.0
2024-07-23,14:11:38.165853,327,130,0.94921875,85.5,-173.0
2024-07-23,14:11:38.230930,323,130,0.953125,90.5,-173.0
2024-07-23,14:11:38.289195,323,130,0.953125,85.5,-173.0
2024-07-23,14:11:38.350962,332,131,0.94921875,90.0,-172.5
2024-07-23,14:11:38.408550,332,130,0.94921875,86.0,-173.0
2024-07-23,14:11:38.469988,332,130,0.94921875,86.0,-173.0
2024-07-23,14:11:38.527716,327,130,0.94921875,85.5,-173.0
2024-07-23,14:11:38.590997,323,130,0.94921875,80.5,-173.0
2024-07-23,14:11:38.651983,327,126,0.9453125,85.5,-175.0
2024-07-23,14:11:38.709705,314,128,0.94921875,81.0,-175.0
2024-07-23,14:11:38.772257,323,130,0.94921875,75.5,-175.0
2024-07-23,14:11:38.832064,318,128,0.94921875,81.0,-173.0
2024-07-23,14:11:38.891180,323,126,0.9453125,85.5,-175.0
2024-07-23,14:11:38.948586,327,128,0.94921875,80.5,-175.0
2024-07-23,14:11:39.011703,323,128,0.94921875,85.5,-173.0
2024-07-23,14:11:39.073464,309,128,0.94921875,80.5,-175.0
2024-07-23,14:11:39.130613,318,126,0.9453125,85.0,-175.0
2024-07-23,14:11:39.192679,314,128,0.9453125,81.0,-175.0
2024-07-23,14:11:39.254577,318,126,0.94921875,85.0,-173.0
2024-07-23,14:11:39.307894,314,130,0.9453125,76.0,-175.0
2024-07-23,14:11:39.374061,323,130,0.94921875,85.5,-175.0
2024-07-23,14:11:39.434096,301,128,0.94140625,80.5,-175.0
2024-07-23,14:11:39.492563,314,126,0.9453125,81.0,-175.0
2024-07-23,14:11:39.551326,314,128,0.94921875,81.0,-175.0
2024-07-23,14:11:39.614174,309,124,0.9375,80.5,-176.0
2024-07-23,14:11:39.675006,309,126,0.94140625,80.5,-176.0
2024-07-23,14:11:39.729505,318,128,0.94921875,81.0,-175.0
2024-07-23,14:11:39.795390,309,126,0.9453125,85.5,-176.0
2024-07-23,14:11:39.855473,314,126,0.9453125,86.0,-175.0
2024-07-23,14:11:39.910122,309,126,0.9453125,75.5,-176.0
2024-07-23,14:11:39.974314,309,130,0.9453125,75.5,-175.0
2024-07-23,14:11:40.035256,314,126,0.94140625,76.0,-175.0
2024-07-23,14:11:40.091305,309,126,0.94140625,75.5,-175.0
2024-07-23,14:11:40.155859,314,126,0.94140625,81.0,-176.0
2024-07-23,14:11:40.217518,318,128,0.9375,76.0,-175.0
2024-07-23,14:11:40.275140,318,126,0.9453125,81.0,-176.0
2024-07-23,14:11:40.337153,309,126,0.94140625,80.5,-176.0
2024-07-23,14:11:40.398879,318,128,0.9453125,76.0,-176.0
2024-07-23,14:11:40.455696,309,128,0.94921875,85.5,-175.0
2024-07-23,14:11:40.514854,327,126,0.94140625,80.5,-176.0
2024-07-23,14:11:40.577778,318,126,0.94140625,81.0,-175.0
2024-07-23,14:11:40.637170,323,126,0.9453125,80.5,-175.0
2024-07-23,14:11:40.697715,323,128,0.9453125,75.5,-175.0
2024-07-23,14:11:40.766552,327,126,0.93359375,75.5,-176.0
2024-07-23,14:11:40.827105,318,124,0.92578125,76.0,-178.0
2024-07-23,14:11:40.875846,314,128,0.9375,76.0,-176.0
2024-07-23,14:11:40.938097,342,122,0.9296875,86.0,-176.0
2024-07-23,14:11:40.998915,318,122,0.92578125,76.0,-178.0
2024-07-23,14:11:41.059613,323,122,0.9296875,75.5,-178.0
2024-07-23,14:11:41.117540,318,126,0.9453125,81.0,-175.0
2024-07-23,14:11:41.178588,314,126,0.93359375,76.0,-176.0
2024-07-23,14:11:41.238262,327,124,0.94140625,80.5,-176.0
2024-07-23,14:11:41.293655,327,122,0.93359375,75.5,-178.0
2024-07-23,14:11:41.359490,327,124,0.9296875,75.5,-176.0
2024-07-23,14:11:41.420121,327,126,0.9296875,75.5,-176.0
2024-07-23,14:11:41.476527,314,126,0.9296875,71.0,-176.0
2024-07-23,14:11:41.540400,318,124,0.9296875,71.0,-176.0
2024-07-23,14:11:41.600149,318,124,0.9296875,76.0,-178.0
2024-07-23,14:11:41.659899,314,128,0.9296875,66.0,-175.0
2024-07-23,14:11:41.716912,327,126,0.9296875,70.5,-176.0
2024-07-23,14:11:41.784139,314,130,0.92578125,66.0,-175.0
2024-07-23,14:11:41.841361,323,128,0.93359375,71.5,-175.0
2024-07-23,14:11:41.898285,323,130,0.9375,71.5,-175.0
2024-07-23,14:11:41.962492,318,126,0.9375,76.0,-175.0
2024-07-23,14:11:42.022936,323,128,0.9375,75.5,-175.0
2024-07-23,14:11:42.076782,314,128,0.93359375,71.0,-175.0
2024-07-23,14:11:42.143355,314,130,0.94140625,76.0,-175.0
2024-07-23,14:11:42.203775,318,130,0.9375,71.0,-175.0
2024-07-23,14:11:42.260162,323,128,0.94140625,75.5,-175.0
2024-07-23,14:11:42.321771,314,130,0.93359375,71.0,-175.0
2024-07-23,14:11:42.385131,314,128,0.9375,76.0,-175.0
2024-07-23,14:11:42.441646,318,130,0.94921875,76.0,-175.0
2024-07-23,14:11:42.499845,314,128,0.9296875,76.0,-176.0
2024-07-23,14:11:42.562708,318,130,0.94140625,76.0,-175.0
2024-07-23,14:11:42.624379,323,126,0.921875,71.5,-176.0
2024-07-23,14:11:42.679092,318,128,0.9296875,76.0,-175.0
2024-07-23,14:11:42.743187,318,128,0.9296875,76.0,-175.0
2024-07-23,14:11:42.804344,314,128,0.9375,81.0,-175.0
2024-07-23,14:11:42.860598,314,126,0.9296875,71.0,-176.0
2024-07-23,14:11:42.924515,309,126,0.9375,75.5,-176.0
2024-07-23,14:11:42.986361,318,130,0.94140625,76.0,-175.0
2024-07-23,14:11:43.043233,314,128,0.9375,81.0,-175.0
2024-07-23,14:11:43.103677,305,128,0.93359375,75.5,-175.0
2024-07-23,14:11:43.163789,314,128,0.94140625,81.0,-175.0
2024-07-23,14:11:43.228050,314,128,0.9296875,71.0,-176.0
2024-07-23,14:11:43.284983,309,128,0.93359375,70.5,-176.0
2024-07-23,14:11:43.342895,314,126,0.93359375,76.0,-175.0
2024-07-23,14:11:43.405106,309,130,0.9375,75.5,-175.0
2024-07-23,14:11:43.464786,318,126,0.921875,71.0,-176.0
2024-07-23,14:11:43.526493,318,128,0.93359375,76.0,-175.0
2024-07-23,14:11:43.588709,318,126,0.91796875,76.0,-176.0
2024-07-23,14:11:43.642729,318,126,0.921875,76.0,-175.0
2024-07-23,14:11:43.707087,318,126,0.9375,85.0,-176.0
2024-07-23,14:11:43.767180,314,126,0.9296875,81.0,-175.0
2024-07-23,14:11:43.827202,318,126,0.9140625,81.0,-175.0
2024-07-23,14:11:43.884089,314,126,0.93359375,81.0,-176.0
2024-07-23,14:11:43.948509,327,122,0.91015625,80.5,-176.0
2024-07-23,14:11:44.009070,327,124,0.8984375,80.5,-176.0
2024-07-23,14:11:44.065059,323,124,0.921875,80.5,-176.0
2024-07-23,14:11:44.129331,327,126,0.8984375,80.5,-175.0
2024-07-23,14:11:44.189293,318,128,0.92578125,81.0,-175.0
2024-07-23,14:11:44.244069,314,124,0.921875,81.0,-176.0
2024-07-23,14:11:44.309520,332,126,0.90234375,81.0,-175.0
2024-07-23,14:11:44.369802,318,124,0.90234375,76.0,-176.0
2024-07-23,14:11:44.427248,314,124,0.91015625,81.0,-174.0
2024-07-23,14:11:44.487390,314,128,0.9296875,81.0,-175.0
2024-07-23,14:11:44.551241,314,126,0.9375,76.0,-176.0
2024-07-23,14:11:44.608863,305,126,0.921875,75.5,-175.0
2024-07-23,14:11:44.669092,309,126,0.9140625,80.5,-175.0
2024-07-23,14:11:44.730685,323,126,0.9140625,85.5,-175.0
2024-07-23,14:11:44.791026,305,124,0.92578125,85.5,-176.0
2024-07-23,14:11:44.849799,309,126,0.91796875,85.5,-175.0
2024-07-23,14:11:44.912099,314,124,0.92578125,81.0,-176.0
2024-07-23,14:11:44.969222,301,124,0.92578125,80.5,-176.0
2024-07-23,14:11:45.031855,314,124,0.921875,86.0,-174.0
2024-07-23,14:11:45.093238,309,126,0.91015625,85.5,-175.0
2024-07-23,14:11:45.147406,309,126,0.91796875,80.5,-176.0
2024-07-23,14:11:45.212600,314,124,0.91796875,86.0,-176.0
2024-07-23,14:11:45.272549,305,124,0.9296875,80.5,-176.0
2024-07-23,14:11:45.327067,314,128,0.91796875,81.0,-175.0
2024-07-23,14:11:45.391792,305,126,0.921875,80.5,-175.0
2024-07-23,14:11:45.453156,305,124,0.9140625,85.5,-176.0
2024-07-23,14:11:45.510678,305,126,0.92578125,80.5,-176.0
2024-07-23,14:11:45.569647,305,124,0.921875,85.5,-176.0
2024-07-23,14:11:45.632722,314,124,0.9140625,81.0,-174.0
2024-07-23,14:11:45.693296,314,126,0.91796875,81.0,-175.0
2024-07-23,14:11:45.749278,314,126,0.92578125,86.0,-175.0
2024-07-23,14:11:45.813560,309,126,0.921875,85.5,-175.0
2024-07-23,14:11:45.884948,309,124,0.93359375,85.5,-176.0
2024-07-23,14:11:45.935277,318,124,0.9140625,85.0,-176.0
2024-07-23,14:11:45.993987,301,126,0.92578125,85.5,-175.0
2024-07-23,14:11:46.054914,318,126,0.9140625,81.0,-176.0
2024-07-23,14:11:46.110923,318,124,0.92578125,85.0,-174.0
2024-07-23,14:11:46.174653,318,122,0.92578125,95.0,-176.0
2024-07-23,14:11:46.236816,314,128,0.9296875,86.0,-173.0
2024-07-23,14:11:46.294170,309,124,0.921875,85.5,-176.0
2024-07-23,14:11:46.354276,314,124,0.8984375,86.0,-176.0
2024-07-23,14:11:46.416222,309,124,0.921875,85.5,-174.0
2024-07-23,14:11:46.475890,314,124,0.91796875,86.0,-176.0
2024-07-23,14:11:46.535396,323,126,0.91796875,80.5,-175.0
2024-07-23,14:11:46.596289,314,124,0.91015625,86.0,-176.0
2024-07-23,14:11:46.658350,318,124,0.91796875,90.0,-176.0
2024-07-23,14:11:46.717109,314,124,0.9296875,91.0,-176.0
2024-07-23,14:11:46.776090,309,124,0.9140625,90.5,-176.0
2024-07-23,14:11:46.831830,309,124,0.921875,85.5,-176.0
2024-07-23,14:11:46.899002,305,124,0.9296875,85.5,-174.0
2024-07-23,14:11:46.957705,314,122,0.93359375,86.0,-176.0
2024-07-23,14:11:47.013494,305,122,0.9140625,90.5,-176.0
2024-07-23,14:11:47.077255,318,122,0.91796875,95.0,-176.0
2024-07-23,14:11:47.138092,318,122,0.91796875,90.0,-176.0
2024-07-23,14:11:47.196416,314,122,0.921875,86.0,-176.0
2024-07-23,14:11:47.257573,314,122,0.92578125,95.0,-176.0
2024-07-23,14:11:47.320269,318,124,0.9296875,85.0,-176.0
2024-07-23,14:11:47.377658,309,122,0.91796875,90.5,-176.0
2024-07-23,14:11:47.434390,314,122,0.921875,95.0,-174.0
2024-07-23,14:11:47.498863,305,119,0.90234375,90.5,-176.5
2024-07-23,14:11:47.559202,309,124,0.921875,90.5,-174.0
2024-07-23,14:11:47.614459,305,121,0.9140625,90.5,-176.5
2024-07-23,14:11:47.679931,314,121,0.8984375,100.0,-176.5
2024-07-23,14:11:47.740100,318,119,0.8984375,95.0,-178.5
2024-07-23,14:11:47.797128,314,121,0.9140625,91.0,-176.5
2024-07-23,14:11:47.859970,314,122,0.91015625,95.0,-176.0
2024-07-23,14:11:47.920274,314,122,0.91796875,95.0,-176.0
2024-07-23,14:11:47.977376,309,121,0.91015625,90.5,-176.5
2024-07-23,14:11:48.038325,314,119,0.88671875,95.0,-176.5
2024-07-23,14:11:48.101196,323,121,0.8984375,95.5,-176.5
2024-07-23,14:11:48.160968,318,121,0.91796875,95.0,-176.5
2024-07-23,14:11:48.216882,314,121,0.9140625,95.0,-176.5
2024-07-23,14:11:48.281463,309,121,0.9140625,85.5,-176.5
2024-07-23,14:11:48.342172,305,119,0.8984375,90.5,-178.5
2024-07-23,14:11:48.396562,309,121,0.9140625,95.5,-176.5
2024-07-23,14:11:48.462015,314,121,0.91796875,91.0,-176.5
2024-07-23,14:11:48.523110,309,121,0.9140625,95.5,-176.5
2024-07-23,14:11:48.580161,305,119,0.90234375,95.5,-176.5
2024-07-23,14:11:48.643252,314,121,0.9140625,91.0,-176.5
2024-07-23,14:11:48.704300,309,122,0.921875,90.5,-176.0
2024-07-23,14:11:48.761828,323,119,0.9140625,90.5,-176.5
2024-07-23,14:11:48.823620,305,121,0.90234375,90.5,-176.5
2024-07-23,14:11:48.883725,314,119,0.8984375,91.0,-178.5
2024-07-23,14:11:48.943274,314,121,0.91796875,86.0,-176.5
2024-07-23,14:11:49.003133,314,116,0.875,95.0,-178.0
2024-07-23,14:11:49.062146,305,121,0.90234375,85.5,-176.5
2024-07-23,14:11:49.121586,309,121,0.91015625,90.5,-176.5
2024-07-23,14:11:49.184885,301,117,0.87890625,90.5,-178.5
2024-07-23,14:11:49.246271,305,117,0.875,90.5,-178.5
2024-07-23,14:11:49.306058,318,119,0.8984375,90.0,-176.5
2024-07-23,14:11:49.362497,309,119,0.91015625,85.5,-178.5
2024-07-23,14:11:49.424484,309,121,0.91015625,85.5,-178.5
2024-07-23,14:11:49.485397,314,121,0.9140625,86.0,-178.5
2024-07-23,14:11:49.545914,301,119,0.8984375,85.5,-178.5
2024-07-23,14:11:49.601914,318,121,0.9140625,90.0,-178.5
2024-07-23,14:11:49.666652,309,117,0.8984375,90.5,-178.5
2024-07-23,14:11:49.725737,305,122,0.93359375,80.5,-176.0
2024-07-23,14:11:49.782249,309,122,0.921875,80.5,-176.0
2024-07-23,14:11:49.847580,305,122,0.921875,85.5,-178.0
2024-07-23,14:11:49.907298,314,121,0.9140625,86.0,-178.5
2024-07-23,14:11:49.961671,318,119,0.9140625,95.0,-178.5
2024-07-23,14:11:50.027237,309,116,0.875,90.5,-178.0
2024-07-23,14:11:50.087498,318,119,0.9140625,90.0,-178.5
2024-07-23,14:11:50.146327,314,117,0.92578125,86.0,-178.5
2024-07-23,14:11:50.203978,309,117,0.921875,85.5,-178.5
2024-07-23,14:11:50.268590,314,121,0.92578125,86.0,-178.5
2024-07-23,14:11:50.327412,309,121,0.91796875,90.5,-178.5
2024-07-23,14:11:50.385173,309,121,0.9140625,90.5,-178.5
2024-07-23,14:11:50.447784,305,122,0.9140625,85.5,-176.0
2024-07-23,14:11:50.508765,309,121,0.90234375,85.5,-176.5
2024-07-23,14:11:50.564093,314,121,0.91796875,86.0,-178.5
2024-07-23,14:11:50.630585,323,119,0.9140625,85.5,-178.5
2024-07-23,14:11:50.693150,314,117,0.9140625,86.0,-178.5
2024-07-23,14:11:50.747147,314,117,0.8984375,86.0,-178.5
2024-07-23,14:11:50.809813,309,121,0.921875,90.5,-176.5
2024-07-23,14:11:50.869757,318,117,0.921875,90.0,-178.5
2024-07-23,14:11:50.932613,305,121,0.90234375,85.5,-178.5
2024-07-23,14:11:51.000482,314,121,0.91796875,86.0,-178.5
2024-07-23,14:11:51.053565,323,121,0.921875,85.5,-178.5
2024-07-23,14:11:51.111393,323,119,0.9140625,85.5,-179.5
2024-07-23,14:11:51.166344,318,119,0.9140625,85.0,-178.5
2024-07-23,14:11:51.230619,327,121,0.92578125,85.5,-178.5
2024-07-23,14:11:51.292772,323,119,0.91796875,85.5,-178.5
2024-07-23,14:11:51.349955,327,119,0.9140625,90.5,-178.5
2024-07-23,14:11:51.413073,327,119,0.90234375,90.5,-178.5
2024-07-23,14:11:51.472064,327,119,0.92578125,80.5,-178.5
2024-07-23,14:11:51.528860,327,116,0.90234375,85.5,-180.0
2024-07-23,14:11:51.590987,323,121,0.91796875,85.5,-176.5
2024-07-23,14:11:51.652353,337,122,0.90234375,80.5,-176.0
2024-07-23,14:11:51.711987,318,122,0.9296875,81.0,-176.0
2024-07-23,14:11:51.768250,332,121,0.9140625,86.0,-178.5
2024-07-23,14:11:51.833224,318,121,0.921875,81.0,-178.5
2024-07-23,14:11:51.894510,332,121,0.91015625,81.0,-178.5
2024-07-23,14:11:51.947660,323,121,0.92578125,80.5,-178.5
2024-07-23,14:11:52.012440,323,119,0.91796875,80.5,-178.5
2024-07-23,14:11:52.075145,332,117,0.8984375,81.0,-178.5
2024-07-23,14:11:52.129232,342,121,0.91796875,81.0,-178.5
2024-07-23,14:11:52.193879,332,119,0.890625,71.0,-179.5
2024-07-23,14:11:52.255263,342,121,0.9140625,86.0,-176.5
2024-07-23,14:11:52.313184,332,121,0.9140625,86.0,-178.5
2024-07-23,14:11:52.375585,337,119,0.91015625,85.5,-178.5
2024-07-23,14:11:52.434649,332,119,0.91015625,86.0,-179.5
2024-07-23,14:11:52.493672,332,121,0.921875,81.0,-178.5
2024-07-23,14:11:52.555601,332,119,0.921875,76.0,-179.5
2024-07-23,14:11:52.614029,337,119,0.9140625,80.5,-179.5
2024-07-23,14:11:52.674845,327,117,0.88671875,80.5,-178.5
2024-07-23,14:11:52.737374,332,117,0.8984375,90.0,-179.5
2024-07-23,14:11:52.795643,346,119,0.8984375,76.0,-178.5
2024-07-23,14:11:52.851383,342,117,0.87890625,81.0,-179.5
2024-07-23,14:11:52.917024,342,117,0.8984375,81.0,-179.5
2024-07-23,14:11:52.977784,337,119,0.8984375,80.5,-179.5
2024-07-23,14:11:53.034205,327,121,0.92578125,80.5,-178.5
2024-07-23,14:11:53.097861,337,119,0.9140625,71.5,-179.5
2024-07-23,14:11:53.157994,327,121,0.91015625,80.5,-178.5
2024-07-23,14:11:53.217504,346,121,0.90234375,71.0,-180.5
2024-07-23,14:11:53.277099,337,121,0.91015625,75.5,-178.5
2024-07-23,14:11:53.337959,346,119,0.9140625,76.0,-179.5
2024-07-23,14:11:53.397488,332,121,0.9140625,76.0,-178.5
2024-07-23,14:11:53.454892,327,121,0.9140625,75.5,-178.5
2024-07-23,14:11:53.519040,362,122,0.91796875,71.0,-178.0
2024-07-23,14:11:53.578635,346,119,0.91796875,80.0,-178.5
2024-07-23,14:11:53.634186,346,119,0.8984375,71.0,-179.5
2024-07-23,14:11:53.698609,337,122,0.91015625,71.5,-178.0
2024-07-23,14:11:53.759679,342,124,0.91796875,71.0,-178.0
2024-07-23,14:11:53.814797,323,124,0.9296875,71.5,-178.0
2024-07-23,14:11:53.879325,342,119,0.91015625,76.0,-179.5
2024-07-23,14:11:53.939124,351,122,0.90234375,70.5,-178.0
2024-07-23,14:11:53.999289,327,121,0.91796875,70.5,-178.5
2024-07-23,14:11:54.058621,351,121,0.9140625,70.5,-178.5
2024-07-23,14:11:54.122908,356,119,0.91015625,76.0,-178.5
2024-07-23,14:11:54.182413,327,121,0.9140625,75.5,-178.5
2024-07-23,14:11:54.242055,362,119,0.8984375,71.0,-179.5
2024-07-23,14:11:54.301181,346,124,0.921875,71.0,-178.0
2024-07-23,14:11:54.361746,346,119,0.90234375,76.0,-178.5
2024-07-23,14:11:54.415846,356,121,0.91015625,76.0,-178.5
2024-07-23,14:11:54.481601,351,121,0.9140625,75.5,-178.5
2024-07-23,14:11:54.541873,362,117,0.890625,81.0,-179.5
2024-07-23,14:11:54.600267,346,119,0.91015625,71.0,-178.5
2024-07-23,14:11:54.662184,337,119,0.91796875,75.5,-179.5
2024-07-23,14:11:54.723612,351,121,0.91015625,75.5,-180.5
2024-07-23,14:11:54.781904,342,121,0.91796875,76.0,-178.5
2024-07-23,14:11:54.840945,346,121,0.91796875,71.0,-180.5
2024-07-23,14:11:54.900684,332,122,0.9140625,71.0,-178.0
2024-07-23,14:11:54.960768,337,122,0.921875,71.5,-178.0
2024-07-23,14:11:55.024077,332,119,0.91015625,76.0,-179.5
2024-07-23,14:11:55.082626,351,121,0.91796875,70.5,-180.5
2024-07-23,14:11:55.142387,346,121,0.91015625,71.0,-180.5
2024-07-23,14:11:55.204643,346,119,0.9140625,76.0,-181.5
2024-07-23,14:11:55.263721,327,119,0.91796875,70.5,-179.5
2024-07-23,14:11:55.320785,342,121,0.921875,71.0,-178.5
2024-07-23,14:11:55.386917,337,124,0.9296875,71.5,-178.0
2024-07-23,14:11:55.447079,342,122,0.91015625,71.0,-178.0
2024-07-23,14:11:55.498734,346,121,0.91796875,71.0,-180.5
2024-07-23,14:11:55.565315,337,121,0.91015625,75.5,-180.5
2024-07-23,14:11:55.625838,337,121,0.91796875,71.5,-180.5
2024-07-23,14:11:55.683854,337,121,0.9140625,80.5,-180.5
2024-07-23,14:11:55.747072,337,122,0.90234375,71.5,-178.0
2024-07-23,14:11:55.805818,342,122,0.91796875,71.0,-178.0
2024-07-23,14:11:55.864542,346,121,0.921875,76.0,-180.5
2024-07-23,14:11:55.922136,332,121,0.9140625,71.0,-180.5
2024-07-23,14:11:55.986211,323,122,0.91796875,75.5,-176.0
2024-07-23,14:11:56.054355,346,124,0.91796875,76.0,-178.0
2024-07-23,14:11:56.115244,332,119,0.91015625,81.0,-179.5
2024-07-23,14:11:56.166784,327,119,0.91015625,75.5,-179.5
2024-07-23,14:11:56.226030,318,122,0.9140625,76.0,-180.0
2024-07-23,14:11:56.282124,309,122,0.92578125,75.5,-180.0
2024-07-23,14:11:56.348277,327,121,0.91796875,75.5,-180.5
2024-07-23,14:11:56.408805,314,119,0.91796875,81.0,-179.5
2024-07-23,14:11:56.466853,323,121,0.921875,75.5,-180.5
2024-07-23,14:11:56.526755,323,122,0.921875,75.5,-178.0
2024-07-23,14:11:56.590708,332,121,0.91015625,76.0,-178.5
2024-07-23,14:11:56.647048,314,122,0.9140625,76.0,-178.0
2024-07-23,14:11:56.706748,314,122,0.921875,81.0,-180.0
2024-07-23,14:11:56.768775,318,124,0.921875,76.0,-178.0
2024-07-23,14:11:56.829573,327,124,0.91796875,75.5,-178.0
2024-07-23,14:11:56.884730,327,121,0.92578125,80.5,-180.5
2024-07-23,14:11:56.949313,318,124,0.9140625,76.0,-176.0
2024-07-23,14:11:57.009123,314,122,0.9140625,81.0,-178.0
2024-07-23,14:11:57.065490,327,122,0.91015625,80.5,-178.0
2024-07-23,14:11:57.129147,309,122,0.9140625,85.5,-180.0
2024-07-23,14:11:57.190564,318,121,0.8984375,90.0,-178.5
2024-07-23,14:11:57.250815,314,124,0.91796875,81.0,-178.0
2024-07-23,14:11:57.306197,314,122,0.91015625,86.0,-178.0
2024-07-23,14:11:57.365749,318,122,0.921875,85.0,-178.0
2024-07-23,14:11:57.430949,314,122,0.921875,76.0,-178.0
2024-07-23,14:11:57.490317,327,121,0.9140625,80.5,-180.5
2024-07-23,14:11:57.551113,323,124,0.8984375,80.5,-178.0
2024-07-23,14:11:57.611372,309,124,0.90234375,80.5,-178.0
2024-07-23,14:11:57.669466,314,122,0.90234375,91.0,-178.0
2024-07-23,14:11:57.731398,314,122,0.9140625,81.0,-180.0
2024-07-23,14:11:57.792755,301,119,0.8984375,80.5,-181.5
2024-07-23,14:11:57.850885,309,121,0.90234375,90.5,-178.5
2024-07-23,14:11:57.911291,309,119,0.88671875,85.5,-178.5
2024-07-23,14:11:57.972910,309,119,0.875,85.5,-178.5
2024-07-23,14:11:58.031453,305,117,0.890625,85.5,-179.5
2024-07-23,14:11:58.090425,314,122,0.88671875,81.0,-180.0
2024-07-23,14:11:58.154145,309,117,0.88671875,80.5,-179.5
2024-07-23,14:11:58.212522,301,119,0.875,85.5,-179.5
2024-07-23,14:11:58.268353,309,122,0.8984375,80.5,-178.0
2024-07-23,14:11:58.333719,309,119,0.88671875,80.5,-179.5
2024-07-23,14:11:58.393469,323,119,0.87890625,80.5,-179.5
2024-07-23,14:11:58.449451,309,121,0.875,80.5,-180.5
2024-07-23,14:11:58.514648,314,117,0.859375,86.0,-179.5
2024-07-23,14:11:58.574645,309,117,0.8359375,85.5,-178.5
2024-07-23,14:11:58.633132,309,117,0.828125,90.5,-179.5
2024-07-23,14:11:58.691990,309,119,0.859375,80.5,-179.5
2024-07-23,14:11:58.755503,314,119,0.80078125,81.0,-179.5
2024-07-23,14:11:58.815008,301,116,0.76953125,76.5,-184.0
2024-07-23,14:11:58.869917,327,119,0.8671875,70.5,-179.5
2024-07-23,14:11:58.937548,323,117,0.828125,75.5,-179.5
2024-07-23,14:11:58.995578,323,117,0.859375,75.5,-179.5
2024-07-23,14:11:59.050524,337,117,0.828125,75.5,-181.5
2024-07-23,14:11:59.116294,332,116,0.8203125,71.0,-180.0
2024-07-23,14:11:59.175681,318,117,0.8203125,76.0,-181.5
2024-07-23,14:11:59.235722,332,116,0.828125,81.0,-180.0
2024-07-23,14:11:59.297654,323,116,0.80859375,80.5,-182.0
2024-07-23,14:11:59.356761,327,119,0.8671875,75.5,-179.5
2024-07-23,14:11:59.417156,332,117,0.828125,81.0,-179.5
2024-07-23,14:11:59.473633,327,116,0.80078125,80.5,-182.0
2024-07-23,14:11:59.537306,327,116,0.8515625,75.5,-182.0
2024-07-23,14:11:59.597713,337,117,0.76953125,75.5,-179.5
2024-07-23,14:11:59.653101,323,116,0.8203125,75.5,-182.0
