Date,Time,Width,Height
2024-07-16,21:25:02.409120,640,438,0.2734375
2024-07-16,21:25:02.477554,640,444,0.2734375
2024-07-16,21:25:02.607771,640,444,0.32421875
2024-07-16,21:25:02.674763,640,438,0.3671875
2024-07-16,21:25:02.804315,640,444,0.30078125
2024-07-16,21:25:02.876980,640,444,0.33984375
2024-07-16,21:25:02.941992,640,444,0.32421875
2024-07-16,21:25:03.011281,640,431,0.25
2024-07-16,21:25:03.140341,640,431,0.453125
2024-07-16,21:25:03.208292,640,425,0.53125
2024-07-16,21:25:03.208638,53,31,0.25
2024-07-16,21:25:03.274498,640,425,0.33984375
2024-07-16,21:25:03.342571,640,431,0.44140625
2024-07-16,21:25:03.408368,71,38,0.6328125
2024-07-16,21:25:03.408696,101,66,0.30078125
2024-07-16,21:25:03.408796,640,425,0.26171875
2024-07-16,21:25:03.476705,53,79,0.26171875
2024-07-16,21:25:04.208472,72,34,0.25
2024-07-16,21:25:04.408447,32,19,0.25
2024-07-16,21:25:04.609255,245,221,0.2890625
2024-07-16,21:25:04.743062,241,227,0.2890625
2024-07-16,21:25:04.877196,640,444,0.26171875
2024-07-16,21:25:04.947019,640,457,0.3828125
2024-07-16,21:25:05.014102,640,463,0.41015625
2024-07-16,21:25:05.083541,640,470,0.30078125
2024-07-16,21:25:05.213473,640,450,0.30078125
2024-07-16,21:25:05.413081,270,337,0.25
2024-07-16,21:25:05.495178,270,347,0.39453125
2024-07-16,21:25:05.746148,640,444,0.32421875
2024-07-16,21:25:05.879351,640,457,0.546875
2024-07-16,21:25:05.949807,640,450,0.6484375
2024-07-16,21:25:06.019719,640,450,0.55859375
2024-07-16,21:25:06.213412,640,450,0.3515625
2024-07-16,21:25:06.285975,133,27,0.26171875
2024-07-16,21:25:06.615135,64,25,0.3828125
2024-07-16,21:25:06.751151,40,31,0.3125
2024-07-16,21:25:06.815548,37,34,0.25
2024-07-16,21:25:07.015087,88,202,0.5
2024-07-16,21:25:07.090732,93,191,0.39453125
2024-07-16,21:25:07.550120,98,183,0.32421875
2024-07-16,21:25:07.818260,94,181,0.42578125
2024-07-16,21:25:07.887153,77,65,0.546875
2024-07-16,21:25:07.887638,87,116,0.33984375
2024-07-16,21:25:07.958349,69,40,0.2734375
2024-07-16,21:25:08.027215,640,431,0.25
2024-07-16,21:25:08.285018,65,34,0.41015625
2024-07-16,21:25:08.361113,54,33,0.26171875
2024-07-16,21:25:08.688283,94,58,0.3515625
2024-07-16,21:25:08.760454,128,53,0.515625
2024-07-16,21:25:08.826044,104,27,0.2890625
2024-07-16,21:25:08.891551,640,413,0.6875
2024-07-16,21:25:08.958779,640,438,0.7265625
2024-07-16,21:25:09.028670,640,419,0.66015625
2024-07-16,21:25:09.091151,640,431,0.7578125
2024-07-16,21:25:09.161744,640,431,0.7265625
2024-07-16,21:25:09.228971,640,425,0.8203125
2024-07-16,21:25:09.291969,640,425,0.76953125
2024-07-16,21:25:09.365306,640,431,0.828125
2024-07-16,21:25:09.426479,640,419,0.8671875
2024-07-16,21:25:09.495650,640,431,0.80078125
2024-07-16,21:25:09.496121,76,152,0.2734375
2024-07-16,21:25:09.559379,640,419,0.8671875
2024-07-16,21:25:09.628432,640,419,0.69921875
2024-07-16,21:25:09.698362,640,413,0.80078125
2024-07-16,21:25:09.766863,640,413,0.80859375
2024-07-16,21:25:09.831840,640,413,0.75
Date,Time,Width,Height,Confidence
2024-07-17,09:47:43.198919,388,126,0.2734375
2024-07-17,09:47:44.051530,98,52,0.32421875
2024-07-17,09:47:44.275707,112,45,0.3671875
2024-07-17,09:47:44.319963,112,48,0.2890625
2024-07-17,09:47:44.414898,640,408,0.32421875
2024-07-17,09:47:44.773568,318,245,0.515625
2024-07-17,09:47:45.128543,313,248,0.3671875
2024-07-17,09:47:45.129005,610,317,0.26171875
2024-07-17,09:47:45.525221,361,267,0.41015625
2024-07-17,09:47:45.622411,619,287,0.32421875
2024-07-17,09:47:45.664218,585,275,0.484375
2024-07-17,09:47:45.896318,382,256,0.42578125
2024-07-17,09:47:46.036919,640,308,0.25
2024-07-17,09:47:46.081900,593,291,0.2890625
2024-07-17,09:47:46.268957,366,256,0.57421875
2024-07-17,09:47:46.677458,356,271,0.25
2024-07-17,09:47:47.834964,377,263,0.25
2024-07-17,09:47:47.974258,366,267,0.3515625
2024-07-17,09:47:48.553502,361,282,0.33984375
2024-07-17,09:47:48.600955,366,248,0.30078125
2024-07-17,09:47:48.646134,356,259,0.41015625
2024-07-17,09:47:48.697894,361,259,0.33984375
2024-07-17,09:47:48.742174,356,271,0.44140625
2024-07-17,09:47:48.791254,361,245,0.453125
2024-07-17,09:47:48.881865,361,241,0.2734375
2024-07-17,09:47:48.931476,356,245,0.30078125
2024-07-17,09:47:48.979059,361,263,0.30078125
2024-07-17,09:47:49.024329,356,256,0.3671875
2024-07-17,09:47:49.073436,361,271,0.33984375
2024-07-17,09:47:49.118195,356,259,0.3125
2024-07-17,09:47:49.210063,361,259,0.25
2024-07-17,09:47:49.257775,356,248,0.33984375
2024-07-17,09:47:49.302625,356,259,0.33984375
2024-07-17,09:47:49.352898,356,267,0.25
2024-07-17,09:47:49.399625,356,252,0.2890625
2024-07-17,09:47:49.544017,356,245,0.44140625
2024-07-17,09:47:49.589628,356,241,0.3515625
2024-07-17,09:47:49.631556,361,256,0.3125
2024-07-17,09:47:49.723549,356,248,0.2890625
2024-07-17,09:47:49.865344,366,252,0.3828125
2024-07-17,09:47:49.911462,361,259,0.26171875
2024-07-17,09:47:49.959420,366,259,0.2734375
2024-07-17,09:47:50.052968,371,263,0.26171875
2024-07-17,09:47:50.285186,361,241,0.2890625
2024-07-17,09:47:50.329416,356,238,0.42578125
2024-07-17,09:47:50.378404,361,252,0.30078125
2024-07-17,09:47:50.424547,361,238,0.39453125
2024-07-17,09:47:50.563623,361,248,0.25
2024-07-17,09:47:50.611470,356,248,0.44140625
2024-07-17,09:47:50.702858,366,248,0.2734375
2024-07-17,09:47:50.749915,361,252,0.3515625
2024-07-17,09:47:50.799649,361,248,0.3125
2024-07-17,09:47:50.849615,351,248,0.515625
2024-07-17,09:47:50.898933,361,238,0.42578125
2024-07-17,09:47:50.943511,356,248,0.44140625
2024-07-17,09:47:50.989291,366,256,0.32421875
2024-07-17,09:47:51.392133,361,256,0.2890625
2024-07-17,09:47:51.437608,366,252,0.3125
2024-07-17,09:47:53.120116,366,225,0.33984375
2024-07-17,09:47:53.260738,351,256,0.3828125
2024-07-17,09:47:53.306091,341,256,0.69921875
2024-07-17,09:47:53.441139,361,245,0.5
2024-07-17,09:47:53.627171,371,263,0.453125
2024-07-17,09:47:53.803132,356,256,0.32421875
2024-07-17,09:47:53.845971,356,248,0.33984375
2024-07-17,09:47:53.892446,356,259,0.2734375
2024-07-17,09:47:53.939814,356,245,0.25
2024-07-17,09:47:53.984779,346,245,0.6328125
2024-07-17,09:47:54.031224,361,263,0.3125
2024-07-17,09:47:54.219540,341,252,0.2734375
2024-07-17,09:47:54.536111,351,263,0.30078125
2024-07-17,09:47:55.066377,351,263,0.2734375
2024-07-17,09:47:55.155985,356,248,0.32421875
2024-07-17,09:47:55.650161,412,279,0.30078125
2024-07-17,09:47:56.097184,356,259,0.515625
2024-07-17,09:47:56.897513,356,256,0.3125
2024-07-17,09:47:57.261064,361,263,0.39453125
2024-07-17,09:47:57.617232,98,34,0.2890625
2024-07-17,09:47:57.617815,331,321,0.2734375
2024-07-17,09:47:57.618075,640,425,0.25
2024-07-17,09:47:57.662981,140,65,0.7109375
2024-07-17,09:47:57.712283,139,79,0.73828125
2024-07-17,09:47:57.758251,144,77,0.76953125
2024-07-17,09:47:57.807221,157,72,0.859375
2024-07-17,09:47:57.853178,171,72,0.87890625
2024-07-17,09:47:57.902618,181,72,0.890625
2024-07-17,09:47:57.949096,231,65,0.30078125
2024-07-17,09:47:58.042746,224,83,0.3671875
2024-07-17,09:47:58.090456,202,97,0.25
2024-07-17,09:47:58.226187,159,130,0.3828125
2024-07-17,09:47:58.320642,104,136,0.2734375
2024-07-17,09:47:58.411848,47,86,0.39453125
2024-07-17,09:47:58.906018,406,304,0.25
2024-07-17,09:47:59.043285,356,263,0.25
2024-07-17,09:47:59.312294,356,263,0.6484375
2024-07-17,09:47:59.358617,366,241,0.58984375
2024-07-17,09:47:59.587078,351,259,0.39453125
2024-07-17,09:47:59.765865,351,274,0.3828125
2024-07-17,09:47:59.855835,351,256,0.41015625
2024-07-17,09:47:59.903319,351,271,0.484375
2024-07-17,09:47:59.993406,341,286,0.42578125
2024-07-17,09:48:00.041115,346,278,0.32421875
2024-07-17,09:48:00.177501,346,271,0.2734375
2024-07-17,09:48:00.363002,346,248,0.60546875
2024-07-17,09:48:00.454024,366,259,0.3828125
2024-07-17,09:48:00.500558,346,126,0.26171875
2024-07-17,09:48:00.818559,371,231,0.30078125
2024-07-17,09:48:00.862016,377,259,0.46875
2024-07-17,09:48:01.047420,371,248,0.30078125
2024-07-17,09:48:01.242535,371,274,0.25
2024-07-17,09:48:01.293510,361,278,0.3828125
2024-07-17,09:48:01.440267,361,271,0.2890625
2024-07-17,09:48:01.674746,362,288,0.26171875
2024-07-17,09:48:01.995229,361,278,0.30078125
2024-07-17,09:48:02.384749,371,263,0.32421875
2024-07-17,09:48:02.433680,377,267,0.57421875
2024-07-17,09:48:02.535247,377,267,0.26171875
2024-07-17,09:48:02.586662,377,256,0.32421875
2024-07-17,09:48:02.854557,366,256,0.30078125
2024-07-17,09:48:02.907044,382,252,0.3671875
2024-07-17,09:48:02.970450,366,248,0.60546875
2024-07-17,09:48:03.020360,371,256,0.55859375
2024-07-17,09:48:03.172649,366,263,0.46875
2024-07-17,09:48:03.281282,361,256,0.453125
2024-07-17,09:48:03.333694,361,256,0.5
2024-07-17,09:48:03.395247,361,256,0.3828125
2024-07-17,09:48:03.450631,361,256,0.32421875
2024-07-17,09:48:03.504998,366,263,0.44140625
2024-07-17,09:48:03.554398,366,263,0.2890625
2024-07-17,09:48:03.667437,366,259,0.453125
2024-07-17,09:48:03.721459,371,256,0.44140625
2024-07-17,09:48:03.781288,377,259,0.3515625
2024-07-17,09:48:03.889186,371,256,0.3515625
2024-07-17,09:48:04.057777,361,263,0.3125
2024-07-17,09:48:04.103160,361,248,0.3515625
2024-07-17,09:48:04.198317,371,267,0.25
2024-07-17,09:48:04.247318,366,267,0.3125
2024-07-17,09:48:04.474505,361,259,0.515625
2024-07-17,09:48:04.836113,366,267,0.25
2024-07-17,09:48:04.928428,371,256,0.25
2024-07-17,09:48:05.070681,366,267,0.25
2024-07-17,09:48:05.271287,361,259,0.546875
2024-07-17,09:48:05.366557,371,267,0.2890625
2024-07-17,09:48:05.417731,366,271,0.32421875
2024-07-17,09:48:05.581618,361,256,0.3671875
2024-07-17,09:48:05.635365,361,267,0.32421875
2024-07-17,09:48:05.782058,361,259,0.46875
2024-07-17,09:48:05.829024,366,271,0.3515625
2024-07-17,09:48:05.880021,361,271,0.3671875
2024-07-17,09:48:05.931442,366,274,0.41015625
2024-07-17,09:48:05.990752,356,248,0.57421875
2024-07-17,09:48:06.041235,356,248,0.60546875
2024-07-17,09:48:06.094210,366,259,0.26171875
2024-07-17,09:48:06.139920,361,259,0.44140625
2024-07-17,09:48:06.192283,356,252,0.46875
2024-07-17,09:48:06.242645,361,263,0.32421875
2024-07-17,09:48:06.295364,366,252,0.41015625
2024-07-17,09:48:06.399053,361,259,0.2734375
2024-07-17,09:48:06.451696,356,259,0.25
2024-07-17,09:48:06.503769,361,248,0.26171875
2024-07-17,09:48:06.610563,371,252,0.25
2024-07-17,09:48:06.656932,366,256,0.26171875
2024-07-17,09:48:06.755954,361,259,0.26171875
2024-07-17,09:48:07.640698,351,252,0.26171875
2024-07-17,09:48:07.740587,351,245,0.2890625
2024-07-17,09:48:07.823399,346,245,0.39453125
2024-07-17,09:48:07.903354,346,248,0.30078125
2024-07-17,09:48:07.966160,351,259,0.46875
2024-07-17,09:48:08.032799,351,259,0.25
2024-07-17,09:48:08.181883,351,259,0.6328125
2024-07-17,09:48:08.240907,356,259,0.3671875
2024-07-17,09:48:08.295237,351,245,0.41015625
2024-07-17,09:48:08.343090,351,245,0.453125
2024-07-17,09:48:08.390381,351,259,0.44140625
2024-07-17,09:48:08.450940,356,256,0.46875
2024-07-17,09:48:08.500925,366,259,0.33984375
2024-07-17,09:48:08.550428,361,256,0.26171875
2024-07-17,09:48:08.703085,361,259,0.41015625
2024-07-17,09:48:08.762710,356,252,0.46875
2024-07-17,09:48:08.934591,361,248,0.42578125
2024-07-17,09:48:08.999604,356,245,0.53125
2024-07-17,09:48:09.053421,356,259,0.5
2024-07-17,09:48:09.100426,346,259,0.453125
2024-07-17,09:48:09.156046,351,259,0.39453125
2024-07-17,09:48:09.207588,356,245,0.41015625
2024-07-17,09:48:09.256177,336,235,0.453125
2024-07-17,09:48:09.473216,341,263,0.5
2024-07-17,09:48:09.530637,346,267,0.453125
2024-07-17,09:48:09.584285,341,271,0.26171875
2024-07-17,09:48:09.635591,331,248,0.26171875
2024-07-17,09:48:09.736366,351,274,0.2890625
2024-07-17,09:48:09.829964,341,271,0.39453125
2024-07-17,09:48:09.876230,341,271,0.60546875
2024-07-17,09:48:09.926459,341,263,0.58984375
2024-07-17,09:48:10.374727,356,259,0.73828125
2024-07-17,09:48:10.421167,346,225,0.484375
2024-07-17,09:48:11.536935,388,403,0.3125
2024-07-17,09:48:11.584888,407,175,0.3515625
2024-07-17,09:48:11.586443,399,349,0.26171875
2024-07-17,09:48:11.631086,401,168,0.30078125
2024-07-17,09:48:11.725493,413,163,0.53125
2024-07-17,09:48:11.769247,431,175,0.41015625
2024-07-17,09:48:11.862736,449,161,0.5
2024-07-17,09:48:11.912461,443,202,0.25
2024-07-17,09:48:13.110551,43,22,0.32421875
2024-07-17,09:48:13.869236,46,22,0.2890625
2024-07-17,09:48:16.562236,48,23,0.32421875
2024-07-17,09:48:16.657821,48,23,0.32421875
2024-07-17,09:48:16.797878,42,20,0.30078125
2024-07-17,09:48:16.980746,44,22,0.26171875
2024-07-17,09:48:17.028241,45,22,0.2890625
2024-07-17,09:48:17.073267,46,22,0.32421875
2024-07-17,09:48:17.125288,47,22,0.2890625
2024-07-17,09:48:17.349992,46,23,0.25
2024-07-17,09:48:17.794409,367,268,0.39453125
2024-07-17,09:48:17.882678,268,126,0.7578125
2024-07-17,09:48:19.883951,263,189,0.453125
2024-07-17,09:48:19.929373,274,194,0.484375
2024-07-17,09:48:20.110246,270,215,0.3671875
2024-07-17,09:48:22.675236,91,49,0.25
2024-07-17,09:48:24.302315,52,52,0.515625
2024-07-17,09:48:24.349136,54,63,0.484375
2024-07-17,09:48:24.349853,41,31,0.42578125
2024-07-17,09:48:24.350422,66,41,0.30078125
2024-07-17,09:48:24.395574,67,61,0.484375
2024-07-17,09:48:24.396158,47,32,0.3515625
2024-07-17,09:48:24.402317,88,39,0.2890625
2024-07-17,09:48:24.441458,73,39,0.5
2024-07-17,09:48:24.446792,309,259,0.33984375
2024-07-17,09:48:24.488059,71,54,0.6484375
2024-07-17,09:48:24.532919,69,56,0.58984375
2024-07-17,09:48:24.533507,58,31,0.30078125
2024-07-17,09:48:24.581611,70,56,0.6484375
2024-07-17,09:48:24.622120,72,39,0.5
2024-07-17,09:48:24.666799,67,62,0.5
2024-07-17,09:48:24.667946,45,30,0.41015625
2024-07-17,09:48:24.711749,68,34,0.53125
2024-07-17,09:48:24.712882,60,58,0.25
2024-07-17,09:48:24.756977,70,36,0.6328125
2024-07-17,09:48:24.759252,80,64,0.3515625
2024-07-17,09:48:24.801750,73,36,0.69921875
2024-07-17,09:48:24.850263,73,36,0.6875
2024-07-17,09:48:24.850867,304,263,0.25
2024-07-17,09:48:24.898178,74,38,0.66015625
2024-07-17,09:48:24.946166,76,35,0.58984375
2024-07-17,09:48:24.994505,313,267,0.69921875
2024-07-17,09:48:24.995062,74,38,0.66015625
2024-07-17,09:48:25.042503,75,35,0.60546875
2024-07-17,09:48:25.045459,318,256,0.453125
2024-07-17,09:48:25.089912,74,36,0.58984375
2024-07-17,09:48:25.090500,309,252,0.46875
2024-07-17,09:48:25.142039,78,51,0.6328125
2024-07-17,09:48:25.143021,322,263,0.53125
2024-07-17,09:48:25.186975,71,36,0.33984375
2024-07-17,09:48:25.187563,322,271,0.30078125
2024-07-17,09:48:25.234876,313,263,0.7265625
2024-07-17,09:48:25.235772,71,55,0.515625
2024-07-17,09:48:25.289385,71,53,0.46875
2024-07-17,09:48:25.294225,318,263,0.44140625
2024-07-17,09:48:25.295320,50,30,0.25
2024-07-17,09:48:25.351088,313,267,0.42578125
2024-07-17,09:48:25.351866,74,52,0.39453125
2024-07-17,09:48:25.404157,75,37,0.44140625
2024-07-17,09:48:25.407173,313,263,0.33984375
2024-07-17,09:48:25.449316,73,53,0.3828125
2024-07-17,09:48:25.450576,313,278,0.2890625
2024-07-17,09:48:25.453229,51,29,0.25
2024-07-17,09:48:25.496557,73,37,0.453125
2024-07-17,09:48:25.501008,313,252,0.3125
2024-07-17,09:48:25.547488,74,36,0.33984375
2024-07-17,09:48:25.548202,313,259,0.2734375
2024-07-17,09:48:25.595450,69,56,0.41015625
2024-07-17,09:48:25.597193,48,30,0.39453125
2024-07-17,09:48:25.646364,70,56,0.39453125
2024-07-17,09:48:25.647035,47,30,0.33984375
2024-07-17,09:48:25.691204,62,38,0.42578125
2024-07-17,09:48:25.694057,318,274,0.3125
2024-07-17,09:48:25.737092,42,30,0.39453125
2024-07-17,09:48:25.740426,50,58,0.32421875
2024-07-17,09:48:25.883649,322,238,0.26171875
2024-07-17,09:48:25.927210,327,252,0.2734375
2024-07-17,09:48:26.156936,336,259,0.2890625
2024-07-17,09:48:26.337512,336,248,0.3828125
2024-07-17,09:48:26.519016,327,231,0.546875
2024-07-17,09:48:26.564442,322,238,0.2890625
2024-07-17,09:48:26.752842,44,31,0.3671875
2024-07-17,09:48:26.753520,50,55,0.2734375
2024-07-17,09:48:26.800270,44,29,0.3125
2024-07-17,09:48:26.846387,45,30,0.46875
2024-07-17,09:48:26.847034,52,54,0.25
2024-07-17,09:48:26.890327,46,32,0.515625
2024-07-17,09:48:26.891082,66,56,0.42578125
2024-07-17,09:48:26.938496,45,31,0.484375
2024-07-17,09:48:26.940702,67,57,0.41015625
2024-07-17,09:48:26.940863,322,274,0.25
2024-07-17,09:48:26.984452,40,29,0.515625
2024-07-17,09:48:26.986272,327,263,0.3828125
2024-07-17,09:48:26.986926,49,58,0.3671875
2024-07-17,09:48:27.029990,331,263,0.57421875
2024-07-17,09:48:27.030483,41,29,0.46875
2024-07-17,09:48:27.030598,51,58,0.3125
2024-07-17,09:48:27.078114,39,31,0.33984375
2024-07-17,09:48:27.078837,47,51,0.33984375
2024-07-17,09:48:27.173169,43,51,0.3515625
2024-07-17,09:48:27.218578,84,56,0.3125
2024-07-17,09:48:27.310973,159,73,0.859375
2024-07-17,09:48:27.361378,173,76,0.7890625
2024-07-17,09:48:27.406220,205,62,0.39453125
2024-07-17,09:48:27.456416,224,76,0.80859375
2024-07-17,09:48:27.497934,209,76,0.7578125
2024-07-17,09:48:27.498757,87,64,0.25
2024-07-17,09:48:27.550120,197,76,0.7265625
2024-07-17,09:48:27.594724,186,64,0.30078125
2024-07-17,09:48:27.595422,206,192,0.2890625
2024-07-17,09:48:27.685900,71,67,0.60546875
2024-07-17,09:48:27.732916,50,76,0.2890625
2024-07-17,09:48:27.918259,351,231,0.2734375
2024-07-17,09:48:28.940255,304,238,0.30078125
2024-07-17,09:48:29.169413,309,219,0.58984375
2024-07-17,09:48:29.393678,327,209,0.3125
2024-07-17,09:48:29.441377,309,187,0.515625
2024-07-17,09:48:29.443660,256,114,0.32421875
2024-07-17,09:48:29.490647,318,228,0.55859375
2024-07-17,09:48:29.535037,331,241,0.32421875
2024-07-17,09:48:29.580779,309,228,0.53125
2024-07-17,09:48:29.634620,313,222,0.5
2024-07-17,09:48:29.728753,331,245,0.66015625
2024-07-17,09:48:29.773967,318,248,0.53125
2024-07-17,09:48:29.820690,322,248,0.7109375
2024-07-17,09:48:29.868226,318,235,0.75
2024-07-17,09:48:29.912783,327,228,0.25
2024-07-17,09:48:30.622273,292,228,0.33984375
2024-07-17,09:48:30.671265,300,212,0.25
2024-07-17,09:48:30.812038,300,231,0.46875
2024-07-17,09:48:30.995116,313,222,0.2734375
2024-07-17,09:48:31.402399,304,222,0.2890625
2024-07-17,09:48:31.447511,287,231,0.69921875
2024-07-17,09:48:31.496061,296,225,0.39453125
2024-07-17,09:48:31.543269,296,209,0.44140625
2024-07-17,09:48:31.677275,300,228,0.3828125
2024-07-17,09:48:32.384768,300,245,0.41015625
2024-07-17,09:48:32.427522,287,225,0.3671875
2024-07-17,09:48:32.472941,300,235,0.30078125
2024-07-17,09:48:33.923081,109,49,0.3515625
2024-07-17,09:48:34.150046,128,53,0.25
2024-07-17,09:48:34.878712,251,91,0.3515625
2024-07-17,09:48:34.923485,341,290,0.26171875
2024-07-17,09:48:35.113758,292,137,0.39453125
2024-07-17,09:48:35.161008,47,62,0.41015625
2024-07-17,09:48:35.209280,49,58,0.5
2024-07-17,09:48:35.212763,38,46,0.26171875
2024-07-17,09:48:35.258338,69,58,0.546875
2024-07-17,09:48:35.305712,70,64,0.6171875
2024-07-17,09:48:35.307728,109,48,0.33984375
2024-07-17,09:48:35.353399,75,61,0.515625
2024-07-17,09:48:35.355723,110,47,0.2890625
2024-07-17,09:48:35.404970,104,46,0.67578125
2024-07-17,09:48:35.407419,75,64,0.44140625
2024-07-17,09:48:35.452960,76,64,0.66015625
2024-07-17,09:48:35.456468,109,47,0.6171875
2024-07-17,09:48:35.499963,79,66,0.6171875
2024-07-17,09:48:35.543809,76,66,0.6328125
2024-07-17,09:48:35.588710,70,70,0.58984375
Date,Time,Width,Height,Confidence
2024-07-17,10:33:32.185234,89,53,0.87890625
2024-07-17,10:33:32.225580,89,54,0.8984375
2024-07-17,10:33:32.270888,90,54,0.87890625
2024-07-17,10:33:32.316729,90,54,0.8984375
2024-07-17,10:33:32.370114,90,55,0.890625
2024-07-17,10:33:32.421083,91,53,0.890625
2024-07-17,10:33:33.842029,85,54,0.859375
2024-07-17,10:33:33.907289,84,55,0.8515625
2024-07-17,10:33:33.963452,86,57,0.859375
2024-07-17,10:33:34.034388,85,57,0.859375
2024-07-17,10:33:34.101602,85,55,0.875
2024-07-17,10:33:34.175819,85,54,0.875
2024-07-17,10:33:34.235656,85,56,0.87890625
2024-07-17,10:33:34.286180,85,55,0.87890625
2024-07-17,10:33:34.343275,82,55,0.88671875
2024-07-17,10:33:34.395400,85,55,0.87890625
2024-07-17,10:33:34.458561,85,55,0.88671875
2024-07-17,10:33:34.511809,81,54,0.890625
2024-07-17,10:33:34.594606,80,56,0.890625
2024-07-17,10:33:34.669356,85,55,0.8984375
2024-07-17,10:33:34.745759,85,53,0.890625
2024-07-17,10:33:34.805274,87,56,0.8671875
2024-07-17,10:33:34.863917,87,55,0.875
2024-07-17,10:33:34.952691,90,55,0.8515625
2024-07-17,10:33:35.005443,87,55,0.8671875
2024-07-17,10:33:35.077534,87,55,0.859375
2024-07-17,10:33:35.146572,84,55,0.8515625
2024-07-17,10:33:35.200087,85,55,0.84375
2024-07-17,10:33:35.251105,81,54,0.87890625
2024-07-17,10:33:35.324466,82,55,0.90234375
2024-07-17,10:33:35.383991,84,56,0.890625
2024-07-17,10:33:35.453306,82,54,0.91015625
2024-07-17,10:33:35.509501,87,54,0.890625
2024-07-17,10:33:35.566879,85,53,0.890625
2024-07-17,10:33:35.659424,89,53,0.859375
2024-07-17,10:33:35.718606,89,57,0.80859375
2024-07-17,10:33:35.790418,87,54,0.8515625
2024-07-17,10:33:35.865009,81,54,0.8671875
2024-07-17,10:33:35.916178,82,54,0.859375
2024-07-17,10:33:35.975788,82,58,0.87890625
2024-07-17,10:33:36.045740,80,57,0.875
2024-07-17,10:33:36.119053,82,58,0.828125
2024-07-17,10:33:36.186666,80,53,0.8359375
2024-07-17,10:33:36.263793,84,55,0.87890625
2024-07-17,10:33:36.345155,81,56,0.87890625
2024-07-17,10:33:36.409104,79,53,0.890625
2024-07-17,10:33:36.464109,84,57,0.859375
2024-07-17,10:33:36.535950,83,52,0.80859375
2024-07-17,10:33:36.601195,87,53,0.8359375
2024-07-17,10:33:36.665579,82,53,0.8515625
2024-07-17,10:33:36.722381,78,53,0.8671875
2024-07-17,10:33:36.780276,78,58,0.875
2024-07-17,10:33:36.841508,85,53,0.859375
2024-07-17,10:33:36.917735,87,58,0.8359375
2024-07-17,10:33:37.008571,84,56,0.80078125
2024-07-17,10:33:37.069957,86,55,0.8671875
2024-07-17,10:33:37.118654,79,54,0.890625
2024-07-17,10:33:37.181353,85,54,0.875
2024-07-17,10:33:37.235956,84,57,0.875
2024-07-17,10:33:37.286273,82,56,0.8515625
2024-07-17,10:33:37.357817,86,54,0.80078125
2024-07-17,10:33:37.410017,89,54,0.8203125
2024-07-17,10:33:37.462165,84,54,0.859375
2024-07-17,10:33:37.515732,85,56,0.8515625
2024-07-17,10:33:37.581354,79,57,0.84375
2024-07-17,10:33:37.635138,81,63,0.78125
2024-07-17,10:33:37.687514,87,59,0.80078125
2024-07-17,10:33:37.742418,85,57,0.875
2024-07-17,10:33:37.797392,81,52,0.875
2024-07-17,10:33:37.854047,86,51,0.8203125
2024-07-17,10:33:37.911657,87,53,0.88671875
2024-07-17,10:33:37.972794,81,59,0.859375
2024-07-17,10:33:38.035251,84,51,0.84375
2024-07-17,10:33:38.092545,85,52,0.88671875
2024-07-17,10:33:38.146322,82,51,0.8515625
2024-07-17,10:33:38.209594,78,53,0.76953125
2024-07-17,10:33:38.258645,96,53,0.8203125
2024-07-17,10:33:38.314130,94,53,0.859375
2024-07-17,10:33:38.376934,85,55,0.8359375
2024-07-17,10:33:38.425527,79,57,0.75
2024-07-17,10:33:38.477411,77,56,0.80078125
2024-07-17,10:33:38.537792,79,56,0.7890625
2024-07-17,10:33:38.596744,78,57,0.8359375
2024-07-17,10:33:38.648349,85,64,0.67578125
2024-07-17,10:33:38.702371,80,58,0.80078125
2024-07-17,10:33:38.754243,76,59,0.80078125
2024-07-17,10:33:38.809827,78,64,0.69921875
2024-07-17,10:33:38.856559,86,59,0.58984375
2024-07-17,10:33:38.911306,87,57,0.78125
2024-07-17,10:33:38.965757,89,48,0.75
2024-07-17,10:33:39.019431,96,47,0.69921875
2024-07-17,10:33:39.071052,98,38,0.60546875
2024-07-17,10:33:39.127470,103,38,0.5
2024-07-17,10:33:44.302555,93,30,0.60546875
2024-07-17,10:33:44.509583,84,38,0.60546875
2024-07-17,10:33:44.561464,77,39,0.69921875
2024-07-17,10:33:44.619102,72,42,0.6875
2024-07-17,10:33:44.676182,67,42,0.73828125
2024-07-17,10:33:44.727380,71,50,0.73828125
2024-07-17,10:33:44.778467,65,42,0.78125
2024-07-17,10:33:44.829809,70,42,0.890625
2024-07-17,10:33:44.890440,68,44,0.7890625
2024-07-17,10:33:44.942082,66,43,0.78125
2024-07-17,10:33:45.005592,68,44,0.8515625
2024-07-17,10:33:45.065092,66,39,0.8515625
2024-07-17,10:33:45.122895,68,44,0.7265625
2024-07-17,10:33:45.229120,64,44,0.7890625
2024-07-17,10:33:45.275767,62,44,0.80078125
2024-07-17,10:33:45.338511,66,41,0.84375
2024-07-17,10:33:45.386078,67,42,0.8203125
2024-07-17,10:33:45.439001,68,42,0.8203125
2024-07-17,10:33:45.490912,64,39,0.8203125
2024-07-17,10:33:45.547268,65,44,0.7109375
2024-07-17,10:33:45.596023,64,39,0.78125
2024-07-17,10:33:45.701636,64,43,0.80078125
2024-07-17,10:33:45.755780,64,39,0.80859375
